expediente|cod_plan|des_plan|anio_apertura_expediente|exp_cerrado|exp_trasladado|tipo_traslado|exp_bloqueado|abandona|anio_convocatoria_acceso|convocatoria_acceso|acceso|des_acceso|sub_acceso|des_subacesso|nota_acceso|nota_admision_def|centro_escolar_acceso|sexo|fecha_nacimiento|cod_provincia|provincia|cod_municipio|municipio
610|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|S|N|N|N|N|2013-14|EXT|1|Selectividad|5|LOE (Grados)|6.664|7.664|222-I.E.S. GABRIEL Y GALÁN(MonteH)|D|1996-04-02|10.0|CÁCERES|500.0|MONTEHERMOSO
612|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|N|2013-14|EXT|1|Selectividad|5|LOE (Grados)|5.986|7.186|244-I.E.S. ALBALAT|H|1996-07-27|34.0|PALENCIA|1.0|PALENCIA
613|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|6.764|6.764|189-I.E.S. DE CASTUERA|H|1996-07-16|28.0|MADRID|450.0|MÓSTOLES
624|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|S|2013-14|JUN|3|Formación Profesional|1|Ciclos formativos|7.77|7.77|149-I.E.S. CASTELAR|H|1993-03-19|6.0|BADAJOZ|10.0|ACEUCHAL
627|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|S|2010-11|SEP|1|Selectividad|5|LOE (Grados)|6.18|6.18||H|1992-04-03|7.0|ILLES BALEARS|330.0|MANACOR
630|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|S|I|N|S|2005-06|JUN|1|Selectividad|1|LOGSE|7.36|7.36|114-I.E.S. PEDRO DE VALDIVIA|H|1988-04-29|6.0|BADAJOZ|230.0|ESPARRAGOSA DE LA SERENA
635|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|S|E|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|5.706|6.256|174-I.E.S. SIERRA CALERA|H|1994-08-05|6.0|BADAJOZ|604.0|SANTA MARTA
636|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|S|2013-14|JUN|1|Selectividad|5|LOE (Grados)|5.096|6.296|161-COLEGIO DIOCESANO SAN ATÓN|H|1996-06-16|6.0|BADAJOZ|1.0|BADAJOZ
638|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|N|2013-14|EXT|1|Selectividad|5|LOE (Grados)|6.524|6.524|145-I.E.S. LOS MORISCOS|H|1995-06-27|6.0|BADAJOZ|515.0|PUEBLA DE LA REINA
639|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|6.418|6.418|213-I.E.S. MARIO ROSO DE LUNA|H|1996-11-11|28.0|MADRID|395.0|MAJADAHONDA
640|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|N|2013-14|EXT|1|Selectividad|5|LOE (Grados)|5.31|5.91|231-I.E.S. NORBA CAESARINA|H|1996-12-02|10.0|CÁCERES|1.0|CÁCERES
647|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|6.2|6.2|244-I.E.S. ALBALAT|H|1996-04-13|10.0|CÁCERES|516.0|NAVALMORAL DE LA MATA
652|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|N|2013-14|JUN|3|Formación Profesional|2|Formación Profesional II|5.92|5.92||H|1992-10-20|6.0|BADAJOZ|580.0|SALVATIERRA DE LOS BARROS
656|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|N|2013-14|EXT|1|Selectividad|5|LOE (Grados)|6.194|6.744|108-I.E.S. MAESTRO DOMINGO CÁCERES|H|1995-11-26|6.0|BADAJOZ|1.0|BADAJOZ
657|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|S|I|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|6.25|8.1|138-I.E.S. SAN JOSÉ (Villanueva)|H|1996-02-09|10.0|CÁCERES|1.0|CÁCERES
658|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|5.2|6.2|110-I.E.S. MELÉNDEZ VALDÉS|H|1996-08-15|6.0|BADAJOZ|740.0|VILLAFRANCA DE LOS BARROS
660|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|S|2013-14|JUN|1|Selectividad|5|LOE (Grados)|5.874|6.474|115-I.E.S. CASTILLO DE LUNA|H|1995-10-23|6.0|BADAJOZ|30.0|ALBURQUERQUE
661|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|S|I|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|5.676|5.676|162-I.E.S. ZURBARÁN (Badajoz)|H|1995-02-21|6.0|BADAJOZ|1.0|BADAJOZ
662|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|N|N|N|N|2013-14|EXT|1|Selectividad|5|LOE (Grados)|5.65|5.65|106-I.E.S. SUÁREZ DE FIGUEROA|D|1996-10-25|6.0|BADAJOZ|785.0|ZAFRA
665|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2014-15|N|S|E|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|5.744|8.144|225-I.E.S. JARANDA|H|1994-03-28|10.0|CÁCERES|412.0|JARANDILLA DE LA VERA
666|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|3|Formación Profesional|1|Ciclos formativos|7.87|7.87|202-I.E.S. JAVIER GARCÍA TÉLLEZ|H|1992-06-13|10.0|CÁCERES|1.0|CÁCERES
674|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.826|8.426|159-SALESIANO RAMÓN IZQUIERDO|H|1997-05-07|6.0|BADAJOZ|1.0|BADAJOZ
676|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.014|6.014|134-COLEGIO CLARET|H|1997-05-25|6.0|BADAJOZ|215.0|DON BENITO
677|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|5.75|6.85|169-I.E.S. EXTREMADURA (Mérida)|H|1996-12-14|6.0|BADAJOZ|410.0|MÉRIDA
680|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.892|6.892|236-I.E.S. VALLE DEL JERTE (Plas)|H|1997-08-25|10.0|CÁCERES|584.0|PLASENCIA
683|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.914|8.414|128-I.E.S. LACIMURGA C. IULIA|H|1996-08-14|6.0|BADAJOZ|450.0|NAVALVILLAR DE PELA
687|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|8.276|11.976|141-I.E.S. RODRÍGUEZ MOÑINO|H|1997-02-03|6.0|BADAJOZ|1.0|BADAJOZ
688|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.882|6.882|189-I.E.S. DE CASTUERA|H|1997-06-08|6.0|BADAJOZ|175.0|CASTUERA
690|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2012-13|JUN|1|Selectividad|5|LOE (Grados)|6.894|6.894|132-I.E.S. BIOCLIMÁTICO|H|1995-06-15|6.0|BADAJOZ|1.0|BADAJOZ
693|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|7.75|9.35|147-I.E.S. MIGUEL DURÁN|D|1997-01-24|6.0|BADAJOZ|375.0|MAGUILLA
697|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.118|6.118|236-I.E.S. VALLE DEL JERTE (Plas)|H|1997-11-17|10.0|CÁCERES|584.0|PLASENCIA
698|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.54|6.54|188-I.E.S. PUERTA DE LA SERENA|H|1997-10-13|38.0|SANTA CRUZ DE TENERIFE|390.0|SANTA ÚRSULA
701|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|E|N|S|2010-11|JUN|3|Formación Profesional|1|Ciclos formativos|6.33|6.33||D|1990-06-01|48.0|BIZKAIA|130.0|BARAKALDO
707|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|3|Formación Profesional|1|Ciclos formativos|6.38|6.38|240-I.E.S. ÁGORA|H|1995-02-06|10.0|CÁCERES|16.0|ACEHÚCHE
710|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.531|7.531|114-I.E.S. PEDRO DE VALDIVIA|H|1997-08-12||||
715|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|7.492|10.892|220-I.E.S. UNIVERSIDAD LABORAL|H|1997-09-28|10.0|CÁCERES|1.0|CÁCERES
718|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2010-11|JUN|1|Selectividad|5|LOE (Grados)|6.018|6.018|231-I.E.S. NORBA CAESARINA|H|1993-03-26|10.0|CÁCERES|452.0|MALPARTIDA DE CÁCERES
721|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.2|8.9|231-I.E.S. NORBA CAESARINA|H|1996-11-20|10.0|CÁCERES|1.0|CÁCERES
723|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.694|7.794|236-I.E.S. VALLE DEL JERTE (Plas)|H|1997-05-27|10.0|CÁCERES|584.0|PLASENCIA
728|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.71|6.71|137-I.E.S. PEDRO ALFONSO ORELLANA|H|1997-12-04|6.0|BADAJOZ|760.0|VILLANUEVA DE LA SERENA
729|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|7.306|7.306|119-I.E.S. DONOSO CORTÉS|D|1997-06-26|6.0|BADAJOZ|215.0|DON BENITO
730|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|9.246|10.646|176-I.E.S. SIERRA DE SAN PEDRO|H|1997-03-03|6.0|BADAJOZ|520.0|PUEBLA DE OBANDO
731|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|8.094|9.644|144-ESC. VIRGEN DE GUADALUPE (Ba)|H|1997-11-05|6.0|BADAJOZ|1.0|BADAJOZ
733|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|5.486|5.486|110-I.E.S. MELÉNDEZ VALDÉS|H|1996-07-30|6.0|BADAJOZ|740.0|VILLAFRANCA DE LOS BARROS
739|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|JUN|3|Formación Profesional|1|Ciclos formativos|5.85|5.85|119-I.E.S. DONOSO CORTÉS|H|1994-06-23|6.0|BADAJOZ|760.0|VILLANUEVA DE LA SERENA
740|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|5.846|7.246|231-I.E.S. NORBA CAESARINA|H|1995-06-04|10.0|CÁCERES|452.0|MALPARTIDA DE CÁCERES
744|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|JUN|3|Formación Profesional|1|Ciclos formativos|7.0|7.0||H|1992-03-03|6.0|BADAJOZ|410.0|MÉRIDA
746|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2012-13|SEP|1|Selectividad|5|LOE (Grados)|5.714|5.714|159-SALESIANO RAMÓN IZQUIERDO|H|1993-11-26|6.0|BADAJOZ|1.0|BADAJOZ
747|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|JUN|3|Formación Profesional|1|Ciclos formativos|7.62|7.62|240-I.E.S. ÁGORA|H|1994-11-22|10.0|CÁCERES|52.0|ALDEACENTENERA
752|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.264|6.264|162-I.E.S. ZURBARÁN (Badajoz)|H|1997-12-29|6.0|BADAJOZ|1.0|BADAJOZ
755|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2012-13|JUN|1|Selectividad|5|LOE (Grados)|6.504|6.504|122-I.E.S. REINO AFTASÍ|H|1993-01-06|6.0|BADAJOZ|1.0|BADAJOZ
759|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.206|9.106|180-I.E.S. RUTA DE LA PLATA|H|1997-06-13|6.0|BADAJOZ|120.0|CALAMONTE
761|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|JUN|3|Formación Profesional|1|Ciclos formativos|6.92|6.92|149-I.E.S. CASTELAR|H|1993-10-22|6.0|BADAJOZ|1.0|BADAJOZ
767|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2012-13|SEP|1|Selectividad|5|LOE (Grados)|5.44|5.44|169-I.E.S. EXTREMADURA (Mérida)|H|1994-11-28|6.0|BADAJOZ|410.0|MÉRIDA
769|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2013-14|JUN|1|Selectividad|5|LOE (Grados)|7.41|9.26|230-I.E.S. EL BROCENSE|H|1996-08-21|10.0|CÁCERES|804.0|VALENCIA DE ALCÁNTARA
770|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2013-14|JUN|1|Selectividad|5|LOE (Grados)|6.968|7.568|156-COL. Nª. Sª. DEL CARMEN (Bad.)|H|1996-07-04|6.0|BADAJOZ|1.0|BADAJOZ
771|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2012-13|JUN|1|Selectividad|5|LOE (Grados)|6.65|6.65|181-I.E.S. TIERRABLANCA|H|1993-12-27|6.0|BADAJOZ|806.0|LA ZARZA
774|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.628|6.628|225-I.E.S. JARANDA|H|1997-01-14|10.0|CÁCERES|432.0|LOSAR DE LA VERA
775|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2013-14|JUN|1|Selectividad|5|LOE (Grados)|6.29|6.29|235-SAGRADO CORAZÓN DE JESÚS (Cá)|H|1996-04-18|5.0|ÁVILA|1.0|ÁVILA
779|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|7.0|8.0|138-I.E.S. SAN JOSÉ (Villanueva)|H|1997-04-07|6.0|BADAJOZ|760.0|VILLANUEVA DE LA SERENA
780|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|6.158|6.808|230-I.E.S. EL BROCENSE|H|1997-01-20|10.0|CÁCERES|1.0|CÁCERES
781|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|E|N|S|2012-13|JUN|1|Selectividad|5|LOE (Grados)|6.476|6.476|236-I.E.S. VALLE DEL JERTE (Plas)|H|1995-04-14|28.0|MADRID|1.0|MADRID
783|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2013-14|EXT|1|Selectividad|5|LOE (Grados)|5.456|5.456|170-I.E.S. SANTA EULALIA|H|1996-12-06|45.0|TOLEDO|1.0|TOLEDO
785|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|6.386|7.486|170-I.E.S. SANTA EULALIA|H|1997-09-20|49.0|ZAMORA|1.0|ZAMORA
787|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|6.078|7.178|225-I.E.S. JARANDA|H|1996-11-23|10.0|CÁCERES|432.0|LOSAR DE LA VERA
788|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|E|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|5.878|6.878|162-I.E.S. ZURBARÁN (Badajoz)|H|1996-10-08|6.0|BADAJOZ|1.0|BADAJOZ
789|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.85|7.05|204-I.E.S. VIRGEN DEL PUERTO|H|1995-06-23|10.0|CÁCERES|584.0|PLASENCIA
790|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.608|8.008|141-I.E.S. RODRÍGUEZ MOÑINO|H|1996-04-11|6.0|BADAJOZ|1.0|BADAJOZ
792|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2008-09|JUN|1|Selectividad|1|LOGSE|6.89|6.89|231-I.E.S. NORBA CAESARINA|H|1991-01-24|10.0|CÁCERES|1.0|CÁCERES
793|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.974|6.974|141-I.E.S. RODRÍGUEZ MOÑINO|H|1997-11-23|6.0|BADAJOZ|1.0|BADAJOZ
796|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|JUN|1|Selectividad|5|LOE (Grados)|6.41|8.01|118-I.E.S. BARTOLOMÉ JOSÉ GALLARDO|H|1997-04-20|6.0|BADAJOZ|135.0|CAMPANARIO
798|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.886|9.086|220-I.E.S. UNIVERSIDAD LABORAL|H|1995-06-17|10.0|CÁCERES|1.0|CÁCERES
801|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|6.4|7.7|231-I.E.S. NORBA CAESARINA|H|1997-07-07|10.0|CÁCERES|1.0|CÁCERES
802|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2012-13|JUN|3|Formación Profesional|1|Ciclos formativos|5.62|6.62|119-I.E.S. DONOSO CORTÉS|H|1992-05-14|6.0|BADAJOZ|215.0|DON BENITO
803|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|6.01|7.21|125-I.E.S. RAMÓN CARANDE|H|1997-11-29|6.0|BADAJOZ|1.0|BADAJOZ
807|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|EXT|1|Selectividad|5|LOE (Grados)|6.11|8.06|244-I.E.S. ALBALAT|H|1997-05-08|10.0|CÁCERES|516.0|NAVALMORAL DE LA MATA
808|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.718|5.718|117-I.E.S. ARROYO HARNINA|H|1997-03-13|6.0|BADAJOZ|55.0|ALMENDRALEJO
810|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2013-14|JUN|1|Selectividad|5|LOE (Grados)|7.35|7.35|137-I.E.S. PEDRO ALFONSO ORELLANA|H|1996-02-27|6.0|BADAJOZ|480.0|ORELLANA LA VIEJA
811|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|7.096|9.796|231-I.E.S. NORBA CAESARINA|H|1997-07-19|10.0|CÁCERES|1.0|CÁCERES
812|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2013-14|JUN|1|Selectividad|5|LOE (Grados)|6.778|7.778|234-COLEGIO SAN ANTONIO DE PADUA|H|1996-08-02|10.0|CÁCERES|1.0|CÁCERES
817|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|E|N|S|2014-15|JUN|1|Selectividad|5|LOE (Grados)|5.618|7.718|127-I.E.S. VEGAS BAJAS|H|1997-08-13|6.0|BADAJOZ|435.0|MONTIJO
818|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|EXT|1|Selectividad|5|LOE (Grados)|7.292|8.792|210-I.E.S. LUIS DE MORALES|D|1997-12-15|10.0|CÁCERES|452.0|MALPARTIDA DE CÁCERES
820|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|N|2014-15|EXT|1|Selectividad|5|LOE (Grados)|6.194|7.794|231-I.E.S. NORBA CAESARINA|H|1997-09-12|10.0|CÁCERES|1.0|CÁCERES
825|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.524|5.524|229-COLEGIO LA ASUNCIÓN (Cáceres)|H|1997-03-24|10.0|CÁCERES|1.0|CÁCERES
826|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.974|5.974|207-I.E.S. PARQUE DE MONFRAGÜE|H|1997-06-14|10.0|CÁCERES|584.0|PLASENCIA
831|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|I|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.71|6.71|204-I.E.S. VIRGEN DEL PUERTO|H|1997-06-21|10.0|CÁCERES|584.0|PLASENCIA
832|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|S|N|N|N|N|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.906|5.906|232-I.E.S. PROFESOR HERNÁNDEZ PACHECO|H|1997-09-23|10.0|CÁCERES|1.0|CÁCERES
833|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|N|N|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.822|5.822|114-I.E.S. PEDRO DE VALDIVIA|D|1997-04-20|6.0|BADAJOZ|760.0|VILLANUEVA DE LA SERENA
834|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|N|S|E|N|S|2014-15|EXT|1|Selectividad|5|LOE (Grados)|5.354|6.454|115-I.E.S. CASTILLO DE LUNA|H|1996-01-26|6.0|BADAJOZ|30.0|ALBURQUERQUE
